2021-08-20/11:15:21		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:22		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:22		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:22		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:23		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:23		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:23		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:24		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:24		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:24		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:25		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:25		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:25		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:26		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:26		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:26		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:26		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:27		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:27		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:27		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:28		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:28		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:28		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:29		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:29		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:29		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:30		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:30		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:30		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:31		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2021-08-20/22:07:31		Error while inserting data into table: [Errno 2] File b'Training_Raw_files_validated/Good_Raw/hypothyroid_0211198_0102062112004.csv' does not exist: b'Training_Raw_files_validated/Good_Raw/hypothyroid_0211198_0102062112004.csv' 
2021-08-20/22:26:10		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:11		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:11		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:11		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:11		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:12		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:12		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:12		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:13		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:13		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:13		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:14		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:14		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:14		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:14		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:15		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:15		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:15		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:16		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:16		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:16		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:17		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:17		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:17		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:17		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:18		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:18		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:18		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:19		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:19		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:19		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:19		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:20		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:20		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:20		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:21		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:21		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:21		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:22		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:22		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:22		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:22		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:23		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:23		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:23		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:24		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:24		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:24		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:24		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:25		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:25		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:25		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:26		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:26		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:26		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:27		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:27		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:27		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:27		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:28		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:28		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:28		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:29		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:29		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:29		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:30		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:30		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:30		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:30		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:31		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:31		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:31		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:32		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:32		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:32		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:33		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:33		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:33		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:33		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:34		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:34		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:34		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:35		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:35		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:35		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:36		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:36		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:36		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:37		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:37		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:37		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:37		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:38		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:38		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:38		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:39		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:39		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:39		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:39		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:40		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:40		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:40		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:41		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:41		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:41		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:42		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:42		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:42		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:42		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:43		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:43		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:43		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:44		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:44		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:44		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:45		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:45		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:45		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:46		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:46		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:46		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:48		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:48		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:48		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:50		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:50		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:50		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:51		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:51		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:51		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:57		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:57		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:57		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:58		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:58		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:58		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:58		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:59		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:59		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:26:59		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:00		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:00		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:00		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:00		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:01		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:01		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:01		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:02		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:02		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:02		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:03		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:03		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:03		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:04		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:04		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:04		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:04		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:05		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:05		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:05		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:06		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:06		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:06		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:06		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:07		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:07		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:07		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:08		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:08		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:08		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:09		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:09		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:09		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:09		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:10		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:27:10		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:10		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:11		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:11		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:11		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:12		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:12		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:12		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:13		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:13		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:13		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:13		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:14		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:14		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:14		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:15		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:15		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:15		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:15		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:16		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:16		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:16		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:17		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:17		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:17		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:18		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:18		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:18		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:18		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:19		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:19		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:19		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:20		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:20		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:20		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:21		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:21		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:21		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:21		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:22		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:22		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:22		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:23		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:23		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:23		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:23		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:24		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:24		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:24		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:25		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:25		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:25		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:26		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:26		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:26		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:27		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:27		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:27		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:27		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:28		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:28		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:28		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:29		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:29		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:29		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:30		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:30		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:30		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:31		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:31		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:31		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:31		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2021-08-20/22:27:32		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
