2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:05:57		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:57		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:57		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:57		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:57		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:58		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:58		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:58		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:58		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:58		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:58		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:58		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:58		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:58		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:58		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:58		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:58		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:05:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:04		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:05		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:06		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:07		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:08		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
